timestamp,action,ticker,price,shares,reason,reason_kr,extra,mode
2026-08-18T10:30:34.546220,BUY,229200,15000.0,33,orb_vwap_breakout,박스+VWAP 동시 돌파 매수,,MOCK
2026-08-18T11:31:11.471320,SELL,229200,14590.0,33,stop_loss,손절 (손실 제한),pnl=-13530,MOCK
2026-08-18T12:31:34.558470,BUY,251340,2365.0,211,orb_vwap_breakout,박스+VWAP 동시 돌파 매수,,MOCK
