timestamp,action,ticker,price,shares,reason,reason_kr,extra,mode
2026-08-25T09:32:37.048570,BUY,379800,23830.0,20,orb_vwap_breakout,박스+VWAP 동시 돌파 매수,,MOCK
2026-08-25T12:30:30.585719,BUY,005930,253000.0,1,orb_vwap_breakout,박스+VWAP 동시 돌파 매수,,MOCK
2026-08-25T12:31:05.268022,BUY,229200,13980.0,35,orb_vwap_breakout,박스+VWAP 동시 돌파 매수,,MOCK
2026-08-25T13:31:14.252778,SELL,229200,14080.0,35,take_profit,익절 (목표 수익 도달),pnl=3500,MOCK
2026-08-25T14:30:42.947748,SELL,005930,257000.0,1,take_profit,익절 (목표 수익 도달),pnl=4000,MOCK
2026-08-25T15:21:32.907911,SELL,379800,23915.0,20,time_close,장마감 강제청산,pnl=1700,MOCK
2026-08-25T22:30:05.226865,SELL_US,PATH,16.565000534057617,21,time_close,장마감 강제청산,pnl_krw=581,MOCK
2026-08-25T23:02:22.011087,BUY_US,NU,14.640000343322754,24,orb_vwap_breakout,박스+VWAP 동시 돌파 매수,,MOCK
2026-08-25T23:02:29.497712,BUY_US,NOK,10.324999809265137,34,orb_vwap_breakout,박스+VWAP 동시 돌파 매수,,MOCK
