timestamp,action,ticker,price,shares,reason,extra,mode
2026-07-22T01:30:08.547747,BUY_US,SOXL,158.57000732421875,2,orb_vwap_breakout,,MOCK
2026-07-22T01:30:13.401706,BUY_US,SPXL,271.3500061035156,1,orb_vwap_breakout,,MOCK
2026-07-22T01:35:03.347578,BUY_US,TQQQ,71.37999725341797,5,orb_vwap_breakout,,MOCK
2026-07-22T02:05:08.383436,SELL_US,SOXL,160.22500610351562,2,take_profit,pnl_krw=4468,MOCK
2026-07-22T22:30:03.797591,SELL_US,TQQQ,69.83000183105469,5,stop_loss,pnl_krw=-10462,MOCK
